split,id,label,num_lines,num_nonempty_lines,num_chars,num_tokens,num_unique_tokens,avg_line_length,max_line_length,num_dangerous_api,num_branch_loop,num_pointer_array,num_error_handling,symbol_density,num_risk_lines,max_risk_score,avg_risk_score
train,147,1,82,35,1265,122,53,33.829,80,0,2,18,3,0.12648,5,3.3,2.1
train,148,1,34,17,522,44,25,28.765,73,0,3,5,2,0.12644,5,2.9,1.74
train,150,1,108,42,1701,177,76,37.952,81,0,6,32,5,0.12111,5,2.9,2.34
train,151,1,399,177,8324,711,213,44.78,110,0,40,176,17,0.10356,5,2.9,2.9
train,152,1,161,72,2866,278,78,37.583,103,1,13,52,11,0.13189,5,5.2,3.48
train,153,1,20,10,274,26,16,25.5,47,0,1,8,0,0.13869,5,1.9,1.66
train,154,1,28,12,473,42,25,37.167,73,0,0,8,2,0.13742,5,2.7,2.14
train,156,1,282,128,4949,333,84,36.469,80,0,63,67,41,0.08911,5,2.7,2.7
train,157,1,12,6,216,16,10,34.167,64,0,0,4,0,0.07407,5,1.5,1.36
train,158,1,90,41,2082,172,51,48.61,89,0,2,95,4,0.15898,5,2.9,2.42
train,159,1,242,116,4655,395,107,38.052,107,3,24,148,14,0.13319,5,5.6,4.22
train,160,1,16,7,230,25,13,30.714,57,0,0,7,0,0.14783,5,2.3,1.6
train,163,1,21,21,625,60,34,28.81,74,0,4,13,0,0.1376,5,3.3,2.62
train,165,0,22,11,253,19,12,21.091,43,0,2,4,0,0.12648,5,2.9,1.92
train,167,0,50,24,712,57,28,27.625,66,0,2,13,3,0.10955,5,2.3,1.82
train,168,0,32,15,655,35,19,41.6,80,0,2,1,0,0.10229,5,1.5,1.1
train,169,0,12,6,203,19,14,32,68,0,0,4,0,0.08867,5,1.9,1.3
train,170,0,8,4,138,21,15,32.75,59,0,0,2,0,0.19565,4,1.5,0.875
train,171,0,42,18,665,68,44,34.667,69,0,0,24,0,0.13383,5,1.9,1.74
train,172,0,210,90,4592,293,89,48.7,100,0,18,46,13,0.09974,5,2.9,2.78
train,173,0,32,13,388,31,21,27.462,70,0,1,4,1,0.0799,5,1.5,1.34
train,175,0,140,58,2225,231,111,35.966,96,0,12,56,5,0.12404,5,2.9,2.74
train,177,0,8,4,67,7,6,15,35,0,0,2,0,0.13433,4,1.9,1.25
train,180,0,140,66,2220,170,75,31.53,80,0,12,21,11,0.10135,5,3.3,2.58
train,181,0,32,14,380,33,22,24.929,53,0,1,3,3,0.11316,5,1.9,1.42
train,182,0,46,22,1017,112,74,44.182,77,0,1,18,1,0.09046,5,2.5,2.02
train,184,0,180,76,2598,220,91,31.829,79,0,18,55,2,0.13587,5,3.3,3.14
train,186,0,406,178,6862,584,205,36.275,155,3,27,163,13,0.13101,5,7.4,4.9
train,187,0,378,183,7693,604,136,39.978,96,0,65,79,0,0.11426,5,3.3,3.3
train,189,0,48,22,976,71,38,42.227,75,0,2,17,0,0.11578,5,1.9,1.58
train,190,0,84,37,1731,157,68,44.541,108,0,7,55,6,0.14616,5,3.3,2.82
train,191,0,256,123,4185,394,127,31.919,94,0,18,80,5,0.12593,5,3.3,2.7
train,192,0,76,34,1179,91,38,32.471,69,0,9,12,3,0.10857,5,2.9,2.3
train,193,1,50,24,765,75,43,29.833,78,0,3,9,0,0.08889,5,1.8,1.56
train,194,1,222,96,3547,272,105,34.646,79,1,23,49,11,0.13222,5,3.7,3.38
train,195,0,236,109,4920,412,111,42.982,118,2,24,149,8,0.14939,5,6.0,4.5
train,196,1,172,71,2966,271,78,38.662,101,2,17,120,2,0.1443,5,5.2,3.68
train,197,1,34,13,401,36,21,28.308,65,0,2,11,4,0.12469,5,2.9,1.86
train,198,1,880,424,17613,1447,354,39.467,80,0,112,385,28,0.12213,5,3.3,3.18
train,199,1,32,13,451,38,26,32.308,71,0,1,5,2,0.09534,5,2.9,1.86
train,201,1,66,32,948,86,46,27.594,74,0,5,13,3,0.12869,5,2.9,2.46
train,202,1,70,34,1047,96,53,28.765,72,0,7,34,1,0.14518,5,3.3,3.06
train,203,1,128,52,2363,216,85,43,102,2,7,68,7,0.13204,5,5.6,4.14
train,204,1,30,14,668,58,42,45.643,77,0,1,13,1,0.09132,5,2.3,1.66
train,205,1,66,27,783,70,36,26.593,63,0,3,14,3,0.13155,5,2.9,2.38
train,206,1,24,11,466,39,25,40.273,75,0,0,11,0,0.11159,5,1.5,1.5
train,207,1,48,21,722,56,34,32.143,73,0,4,12,4,0.10526,5,2.9,2.5
train,208,1,268,122,4617,372,132,35.656,79,0,27,76,12,0.09877,5,3.3,3.06
train,209,1,12,6,217,25,17,34.333,73,0,1,5,2,0.12442,5,2.5,1.58
train,210,1,90,38,1459,126,71,36.053,78,0,6,17,2,0.0843,5,2.5,2.42
train,211,0,6,3,41,4,4,12,34,0,0,1,0,0.12195,3,1.5,1.033
train,212,0,48,23,624,68,35,25.087,64,1,4,22,0,0.20032,5,6.0,3.24
train,213,0,50,22,789,79,53,33.636,72,0,3,14,1,0.10013,5,2.5,1.92
train,214,0,30,15,364,38,17,22.333,47,3,4,6,1,0.16758,5,4.5,3.36
train,215,0,216,100,3394,240,74,31.79,72,0,26,31,0,0.10106,5,2.9,2.9
train,216,0,92,44,1567,117,40,33.545,74,1,11,38,2,0.1238,5,5.2,3.68
train,217,0,18,9,353,37,25,37.333,81,0,0,5,0,0.13031,5,2.3,1.6
train,219,0,60,25,971,92,50,36.48,79,0,4,15,3,0.1277,5,1.9,1.8
train,220,0,14,7,155,18,13,20.286,45,0,1,0,2,0.12258,5,1.4,0.92
train,221,0,94,41,1629,127,82,37.463,77,0,8,27,0,0.10988,5,2.9,2.74
train,222,0,168,67,2931,300,184,41.254,78,0,10,46,2,0.08939,5,2.9,2.58
train,223,0,52,24,687,48,35,26.5,60,0,5,4,3,0.08588,5,1.5,1.28
train,224,0,60,24,822,76,43,31.792,60,0,4,15,0,0.12287,5,3.3,2.02
train,225,0,50,22,684,63,28,28.864,74,0,5,15,4,0.15497,5,4.1,2.64
train,226,0,20,9,219,18,11,22.222,40,0,1,5,0,0.12329,5,2.9,1.78
train,228,0,158,69,2614,268,123,35.609,80,0,7,47,13,0.12318,5,3.3,2.94
train,229,0,124,60,2272,177,74,35.817,79,0,11,64,4,0.1338,5,3.3,3.14
train,230,0,32,14,415,40,24,27.429,73,0,1,6,2,0.13253,5,2.2,1.64
train,231,0,16,8,235,19,14,27.5,53,0,1,4,0,0.11489,5,2.9,1.64
train,232,0,44,20,702,60,25,32.95,73,0,3,17,0,0.14672,5,3.3,2.46
train,233,0,70,29,814,69,39,25.69,68,0,4,13,6,0.13391,5,2.5,2.34
train,234,0,66,29,1047,102,57,33.862,76,1,2,24,3,0.11748,5,3.7,2.58
train,236,0,28,13,430,40,28,31,80,0,1,9,1,0.11395,5,1.9,1.72
train,237,0,38,17,463,58,34,25.059,73,2,3,7,5,0.11663,5,3.8,2.64
train,238,0,26,13,379,41,20,27.231,47,0,3,28,3,0.25858,5,3.3,2.62
train,239,1,28,12,385,32,18,29.833,67,0,1,3,4,0.1039,5,1.5,1.2
train,240,1,34,16,490,38,23,28.562,78,0,1,8,3,0.10816,5,2.3,1.8
train,241,1,16,8,203,10,10,23.5,35,0,0,0,1,0.06404,3,0.8,0.8
train,242,1,460,216,9243,728,124,40.667,88,0,54,288,6,0.13913,5,3.3,3.3
train,243,1,80,36,1669,152,52,44.167,94,0,4,85,2,0.15159,5,2.7,2.46
train,247,1,46,20,1220,113,26,58.75,88,7,0,43,0,0.1377,5,5.6,5.44
train,249,1,108,48,1504,129,45,29.104,76,0,14,6,0,0.11835,5,3.3,2.24
train,250,1,72,29,1191,119,71,38.621,102,0,6,31,4,0.10747,5,3.7,2.78
train,251,0,14,7,306,34,17,41.857,132,0,2,16,0,0.15033,5,3.3,1.94
train,252,0,60,23,1057,101,38,43.391,129,0,6,37,0,0.1684,5,3.3,2.62
train,254,0,56,25,943,91,28,35.52,118,0,4,24,0,0.14846,5,2.3,1.96
train,256,1,47,47,1427,127,39,29.383,79,2,7,19,4,0.12474,5,4.1,3.06
train,258,1,200,83,3928,373,180,44.928,87,0,24,40,14,0.08681,5,2.9,2.74
train,259,1,198,80,3227,275,132,37.875,79,0,14,32,1,0.10009,5,2.5,1.98
train,260,1,96,43,1553,127,47,33.907,90,0,9,55,2,0.14166,5,3.3,2.94
train,261,1,50,21,656,56,24,28.905,66,0,4,6,5,0.12043,5,3.3,2.1
train,263,1,30,15,602,46,18,38.2,76,0,1,42,1,0.14452,5,3.3,2.26
train,264,1,32,16,361,44,19,20.625,74,0,1,12,0,0.19945,5,2.3,2.3
train,266,1,82,40,1626,142,49,38.625,77,0,8,36,7,0.12485,5,2.9,2.42
train,267,1,16,8,268,29,15,31.625,82,0,1,4,1,0.11194,5,1.9,1.36
train,269,1,196,80,3622,378,163,42.837,139,0,13,159,7,0.1593,5,3.3,3.14
train,270,1,14,7,200,20,14,26.714,64,0,0,2,0,0.115,5,1.5,1.0
train,271,1,1390,692,21622,1420,315,29.238,80,0,176,81,45,0.09111,5,3.3,2.98
train,273,1,433,196,6109,537,163,28.964,78,3,51,108,8,0.14487,5,4.5,3.78
train,275,1,20,9,288,31,13,29.889,67,0,1,11,0,0.1875,5,2.9,2.02
train,276,1,158,72,3693,266,63,49.111,89,3,11,109,0,0.13756,5,5.2,3.9
train,277,1,118,49,2327,141,60,45.102,78,0,18,22,0,0.08337,5,2.9,1.78
train,278,1,298,143,5898,580,118,39.168,120,0,29,180,3,0.13428,5,3.3,3.3
train,279,1,8,4,136,14,10,32.25,68,0,0,3,1,0.11029,4,1.5,0.975
train,281,1,114,52,1962,192,46,35.558,125,0,13,70,3,0.14169,5,3.3,3.22
train,282,1,52,21,658,64,33,28.905,56,0,3,16,1,0.15198,5,3.3,2.58
train,283,1,40,19,644,60,33,31.842,70,0,3,7,5,0.11025,5,3.3,1.94
train,284,0,8,4,86,7,6,19.75,41,0,0,2,0,0.12791,4,1.5,1.15
train,285,0,12,5,122,13,10,22.2,41,0,0,3,0,0.13934,5,1.9,1.38
train,286,0,314,136,4774,445,201,32.772,74,0,45,151,3,0.12757,5,2.9,2.9
train,287,0,18,8,285,24,13,33.5,61,0,0,7,2,0.12281,5,2.7,1.98
train,288,0,96,41,1559,132,47,35.707,90,0,4,64,0,0.13149,5,3.3,2.62
train,290,0,246,109,4428,371,89,38.376,72,0,28,165,3,0.14341,5,3.3,3.3
train,291,0,8,4,69,7,6,15.5,43,0,0,2,1,0.11594,4,2.7,1.45
train,293,0,42,18,531,56,34,27.222,73,0,2,11,3,0.12994,5,2.7,1.94
train,294,0,50,24,961,87,31,38,75,0,4,17,0,0.14984,5,3.3,2.5
train,295,0,222,93,4283,397,177,43.677,84,1,11,67,18,0.08872,5,5.6,3.44
train,296,0,36,16,407,33,19,23.25,81,0,3,4,0,0.09582,5,2.5,1.66
train,297,0,110,54,1442,170,58,24.685,56,0,17,47,2,0.16644,5,2.3,2.3
train,299,0,70,27,1550,118,50,54.852,82,0,1,60,1,0.09097,5,2.9,1.94
train,302,0,68,32,1094,81,42,32.094,63,1,6,11,0,0.09781,5,4.1,2.86
train,303,1,48,20,724,53,26,33.85,71,0,4,12,4,0.09669,5,2.9,2.02
train,306,0,294,132,6446,482,140,46.614,199,1,29,147,9,0.11108,5,5.2,3.68
train,307,0,114,55,1500,166,76,25.218,72,0,7,67,0,0.168,5,2.9,2.46
train,308,0,76,31,986,79,47,29.387,73,0,10,24,1,0.10953,5,2.5,2.5
train,309,0,24,11,483,30,18,41.818,64,0,0,6,1,0.06211,5,1.5,1.36
train,310,0,82,39,1285,87,35,30.872,83,0,10,0,4,0.10428,5,1.4,1.32
train,312,0,84,37,1389,95,61,35.297,74,0,7,7,1,0.07847,5,2.5,2.18
train,313,0,30,15,424,34,18,26.333,66,0,5,8,0,0.13679,5,3.3,2.34
train,314,0,46,21,613,57,33,27.048,78,0,3,11,0,0.13051,5,2.3,1.72
train,315,0,62,31,1178,120,43,36.032,56,0,1,29,0,0.15789,5,3.3,2.18
train,316,0,320,139,6000,454,133,40.871,75,0,30,142,1,0.11233,5,3.3,3.1
train,317,0,66,31,960,87,28,28.871,78,0,8,22,5,0.14583,5,2.7,2.46
train,318,0,152,68,2649,155,80,36.735,76,0,4,32,2,0.09362,5,2.3,1.98
train,320,0,488,238,7518,710,250,29.525,132,0,17,161,2,0.1237,5,3.3,2.98
train,322,0,50,23,702,54,36,28.391,80,0,5,9,1,0.10256,5,2.9,2.06
train,323,0,20,9,194,20,13,19.444,51,0,1,5,3,0.13402,5,3.3,1.96
train,324,0,58,25,795,73,40,29.52,59,0,3,14,4,0.13459,5,2.9,2.5
train,326,0,48,19,651,58,29,31.789,69,0,2,14,2,0.13978,5,1.9,1.8
train,327,0,34,16,747,74,29,44.625,112,0,3,52,1,0.15663,5,3.3,2.5
train,328,0,230,114,3495,293,73,28.649,71,0,45,41,14,0.13619,5,3.3,3.02
train,329,0,18,8,277,28,16,32.5,58,0,0,11,0,0.1444,5,1.9,1.74
train,330,1,64,30,1098,53,34,34.5,77,0,0,8,0,0.10383,5,1.5,1.5
train,331,1,11,11,355,32,22,31.364,70,0,2,18,0,0.1493,5,2.3,1.82
train,332,1,72,30,1216,108,47,38.167,77,0,1,23,6,0.14474,5,2.5,2.26
train,333,1,460,195,9016,796,191,43.882,103,0,45,309,7,0.12933,5,3.3,3.3
train,334,1,104,46,1430,134,59,28.848,79,2,7,16,4,0.12098,5,3.7,2.94
train,335,1,134,55,2101,193,86,35.782,79,0,10,42,8,0.12375,5,2.9,2.58
train,336,1,38,16,548,53,37,31.938,65,0,2,10,0,0.11131,5,2.5,1.78
train,337,1,258,113,3702,292,154,30.487,80,5,20,36,9,0.1175,5,5.2,4.32
train,339,1,82,37,1297,116,50,32.865,75,0,4,24,5,0.11642,5,2.5,2.14
train,340,1,11,4,73,7,6,15.75,33,0,0,0,0,0.12329,3,0.8,0.667
train,341,1,23,11,379,27,18,32.455,65,0,0,6,1,0.11082,5,2.7,1.82
train,343,1,58,26,1018,98,60,36.962,74,0,3,18,7,0.13163,5,3.3,2.68
train,344,1,246,119,3366,253,76,26.227,71,0,38,22,2,0.11289,5,2.9,2.3
train,347,0,72,29,784,77,31,24.586,62,0,2,27,0,0.16327,5,2.3,2.3
train,348,0,18,9,475,22,11,50.889,78,0,0,2,0,0.05263,5,1.5,1.08
train,349,0,28,12,433,36,22,33.833,61,0,1,10,0,0.11085,5,1.5,1.5
train,350,0,98,40,1685,176,65,39.7,113,0,11,72,2,0.1543,5,3.3,3.22
train,351,0,154,66,2672,164,46,38.167,116,0,15,17,2,0.11302,5,2.9,2.66
train,352,1,76,31,976,90,42,29.065,78,1,5,23,0,0.13934,5,4.1,2.9
train,353,1,358,169,6404,580,210,35.781,75,0,33,133,6,0.12196,5,2.5,2.34
train,356,1,26,12,255,21,13,19.167,56,0,3,5,2,0.1451,5,3.3,2.12
train,357,0,108,43,1727,143,53,37.674,96,0,9,47,7,0.11754,5,2.9,2.82
train,358,1,60,26,957,81,49,34.538,69,0,8,5,2,0.12644,5,2.3,1.86
train,359,1,170,55,1482,119,60,23.873,54,0,19,24,0,0.10324,5,2.9,2.1
train,360,1,46,18,616,46,26,31.722,65,0,2,15,3,0.11526,5,3.3,2.34
train,361,1,14,7,170,18,12,22.429,60,0,0,5,1,0.12941,5,1.9,1.3
train,362,1,318,141,6441,587,167,43.433,137,0,37,204,14,0.15184,5,4.1,3.46
train,363,1,25,25,819,69,31,31.8,75,0,3,4,0,0.11844,5,1.9,1.7
train,364,1,45,45,1171,146,78,25.044,64,0,15,38,3,0.14432,5,3.3,3.06
train,365,1,18,7,221,22,16,29.143,62,0,0,6,0,0.13122,5,1.5,1.36
train,366,0,66,32,1203,113,61,35.562,84,0,5,19,6,0.14131,5,2.9,2.54
train,367,0,62,26,1207,132,68,44.077,125,0,3,49,1,0.1425,5,3.7,2.9
train,370,1,12,6,183,16,12,28.667,67,0,0,3,0,0.09836,4,1.9,1.25
train,371,1,20,9,300,25,18,31.222,69,0,0,8,0,0.11,5,1.9,1.66
train,374,1,40,19,509,46,28,24.737,57,0,2,6,5,0.12377,5,1.8,1.62
train,375,1,18,9,336,33,26,35.444,67,0,0,8,0,0.10714,5,1.5,1.36
train,376,1,162,70,2820,259,111,37.643,108,1,17,82,9,0.12801,5,5.6,3.68
train,377,1,38,17,759,66,41,42.471,78,0,0,24,3,0.14361,5,2.3,2.22
train,379,1,10,5,138,13,9,25.8,55,0,0,1,1,0.1087,4,1.5,1.075
